"wykaz","pozycja na liście","Tytuł","ISSN","Liczba punktów"
"A","7101","Journal of Transcultural Nursing","1043-6596","25"
"A","7102","Journal of Translational Medicine","1479-5876","35"
"A","7103","JOURNAL OF TRANSPORT ECONOMICS AND POLICY","0022-5258","30"
"A","7104","Journal of Transport Geography","0966-6923","35"
"A","7105","JOURNAL OF TRANSPORTATION ENGINEERING-ASCE","0733-947X","25"
"A","7106","Journal of Trauma & Dissociation","1529-9732","25"
"A","7107","JOURNAL OF TRAUMA-INJURY INFECTION AND CRITICAL CARE","0022-5282","35"
"A","7108","JOURNAL OF TRAVEL MEDICINE","1195-1982","30"
"A","7109","Journal of Travel Research","0047-2875","35"
"A","7110","JOURNAL OF TRIBOLOGY-TRANSACTIONS OF THE ASME","0742-4787","30"
"A","7111","JOURNAL OF TROPICAL ECOLOGY","0266-4674","20"
"A","7112","JOURNAL OF TROPICAL FOREST SCIENCE","0128-1283","20"
"A","7113","Journal of Tropical Meteorology","1006-8775","15"
"A","7114","JOURNAL OF TROPICAL PEDIATRICS","0142-6338","25"
"A","7115","JOURNAL OF TURBOMACHINERY-TRANSACTIONS OF THE ASME","0889-504X","30"
"A","7116","JOURNAL OF TURBULENCE","1468-5248","20"
"A","7117","JOURNAL OF ULTRASOUND IN MEDICINE","0278-4297","25"
"A","7118","JOURNAL OF UNIVERSAL COMPUTER SCIENCE","0948-695X","20"
"A","7119","JOURNAL OF URBAN AFFAIRS","0735-2166","30"
"A","7120","JOURNAL OF URBAN ECONOMICS","0094-1190","45"
"A","7121","JOURNAL OF URBAN HEALTH-BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE","1099-3460","35"
"A","7122","JOURNAL OF URBAN PLANNING AND DEVELOPMENT-ASCE","0733-9488","25"
"A","7123","JOURNAL OF URBAN TECHNOLOGY","1063-0732","15"
"A","7124","JOURNAL OF UROLOGY","0022-5347","40"
"A","7125","JOURNAL OF VACUUM SCIENCE & TECHNOLOGY A","0734-2101","25"
"A","7126","JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B","1071-1023","25"
"A","7127","Journal of Vascular Access","1129-7298","15"
"A","7128","JOURNAL OF VASCULAR AND INTERVENTIONAL RADIOLOGY","1051-0443","30"
"A","7129","JOURNAL OF VASCULAR RESEARCH","1018-1172","25"
"A","7130","JOURNAL OF VASCULAR SURGERY","0741-5214","40"
"A","7131","JOURNAL OF VECTOR BORNE DISEASES","0972-9062","20"
"A","7132","JOURNAL OF VECTOR ECOLOGY","1081-1710","30"
"A","7133","JOURNAL OF VEGETATION SCIENCE","1100-9233","40"
"A","7134","JOURNAL OF VENOMOUS ANIMALS AND TOXINS INCLUDING TROPICAL DISEASES","1678-9199","15"
"A","7135","JOURNAL OF VERTEBRATE PALEONTOLOGY","0272-4634","35"
"A","7136","JOURNAL OF VESTIBULAR RESEARCH-EQUILIBRIUM & ORIENTATION","0957-4271","20"
"A","7137","Journal of Veterinary Behavior-Clinical Applications and Research","1558-7878","25"
"A","7138","JOURNAL OF VETERINARY DENTISTRY","0898-7564","15"
"A","7139","JOURNAL OF VETERINARY DIAGNOSTIC INVESTIGATION","1040-6387","30"
"A","7140","JOURNAL OF VETERINARY EMERGENCY AND CRITICAL CARE","1479-3261","30"
"A","7141","JOURNAL OF VETERINARY INTERNAL MEDICINE","0891-6640","45"
"A","7142","JOURNAL OF VETERINARY MEDICAL EDUCATION","0748-321X","20"
"A","7143","JOURNAL OF VETERINARY MEDICAL SCIENCE","0916-7250","25"
"A","7144","JOURNAL OF VETERINARY PHARMACOLOGY AND THERAPEUTICS","0140-7783","30"
"A","7145","Journal of Veterinary Science","1229-845X","25"
"A","7146","JOURNAL OF VIBRATION AND ACOUSTICS-TRANSACTIONS OF THE ASME","1048-9002","25"
"A","7147","JOURNAL OF VIBRATION AND CONTROL","1077-5463","30"
"A","7148","Journal of Vibroengineering","1392-8716","15"
"A","7149","JOURNAL OF VINYL & ADDITIVE TECHNOLOGY","1083-5601","25"
"A","7150","JOURNAL OF VIRAL HEPATITIS","1352-0504","30"
"A","7151","JOURNAL OF VIROLOGICAL METHODS","0166-0934","20"
"A","7152","JOURNAL OF VIROLOGY","0022-538X","40"
"A","7153","Journal of Visceral Surgery","1878-7886","20"
"A","7154","JOURNAL OF VISION","1534-7362","35"
"A","7155","JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION","1047-3203","30"
"A","7156","Journal of visual culture","1470-4129","20"
"A","7157","JOURNAL OF VISUAL IMPAIRMENT & BLINDNESS","0145-482X","15"
"A","7158","JOURNAL OF VISUAL LANGUAGES AND COMPUTING","1045-926X","20"
"A","7159","JOURNAL OF VISUALIZATION","1343-8875","15"
"A","7160","JOURNAL OF VOICE","0892-1997","30"
"A","7161","JOURNAL OF VOLCANOLOGY AND GEOTHERMAL RESEARCH","0377-0273","30"
"A","7162","Journal of Volcanology and Seismology","0742-0463","15"
"A","7163","Journal of Water and Climate Change","2040-2244","20"
"A","7164","JOURNAL OF WATER AND HEALTH","1477-8920","20"
"A","7165","Journal of Water Chemistry and Technology","1063-455X","15"
"A","7166","JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT-ASCE","0733-9496","35"
"A","7167","JOURNAL OF WATER SUPPLY RESEARCH AND TECHNOLOGY-AQUA","0003-7214","20"
"A","7168","JOURNAL OF WATERWAY PORT COASTAL AND OCEAN ENGINEERING-ASCE","0733-950X","25"
"A","7169","Journal of Web Engineering","1540-9589","15"
"A","7170","Journal of Web Semantics","1570-8268","40"
"A","7171","JOURNAL OF WILDLIFE DISEASES","0090-3558","30"
"A","7172","JOURNAL OF WILDLIFE MANAGEMENT","0022-541X","30"
"A","7173","JOURNAL OF WIND ENGINEERING AND INDUSTRIAL AERODYNAMICS","0167-6105","35"
"A","7174","Journal of Women Politics & Policy","1554-477X","20"
"A","7175","JOURNAL OF WOOD CHEMISTRY AND TECHNOLOGY","0277-3813","40"
"A","7176","JOURNAL OF WOOD SCIENCE","1435-0211","30"
"A","7177","JOURNAL OF WORLD BUSINESS","1090-9516","35"
"A","7178","Journal of World Energy Law & Business","1754-9957","15"
"A","7179","JOURNAL OF WORLD TRADE","1011-6702","15"
"A","7180","Journal of Wound Ostomy and Continence Nursing","1071-5754","30"
"A","7181","JOURNAL OF WUHAN UNIVERSITY OF TECHNOLOGY-MATERIALS SCIENCE EDITION","1000-2413","15"
"A","7182","Journal of X-Ray Science and Technology","0895-3996","20"
"A","7183","Journal of Youth Studies","1367-6261","25"
"A","7184","Journal of Zhejiang University-SCIENCE A","1673-565X","20"
"A","7185","Journal of Zhejiang University-SCIENCE B","1673-1581","20"
"A","7186","Journal of Zhejiang University-SCIENCE C-Computers & Electronics","1869-1951","15"
"A","7187","JOURNAL OF ZOO AND WILDLIFE MEDICINE","1042-7260","20"
"A","7188","JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH","0947-5745","25"
"A","7189","JOURNAL OF ZOOLOGY","0952-8369","35"
"A","7190","Journal on Multimodal User Interfaces","1783-7677","15"
"A","7191","JOURNALISM & MASS COMMUNICATION QUARTERLY","1077-6990","20"
"A","7192","Journalism Studies","1461-670X","25"
"A","7193","JPC-JOURNAL OF PLANAR CHROMATOGRAPHY-MODERN TLC","0933-4173","15"
"A","7194","JSLS-Journal of the Society of Laparoendoscopic Surgeons","1086-8089","15"
"A","7195","Judgment and Decision Making","1930-2975","30"
"A","7196","JUDICATURE","0022-5800","20"
"A","7197","Jundishapur Journal of Microbiology","2008-3645","15"
"A","7198","JUSTICE QUARTERLY","0741-8825","35"
"A","7199","JUVENILE AND FAMILY COURT JOURNAL","0161-7109","15"
"A","7200","Kafkas Universitesi Veteriner Fakultesi Dergisi","1300-6045","20"
"A","7201","KAGAKU KOGAKU RONBUNSHU","0386-216X","15"
"A","7202","KAOHSIUNG JOURNAL OF MEDICAL SCIENCES","1607-551X","15"
"A","7203","Kardiochirurgia i Torakochirurgia Polska","1731-5530","15"
"A","7204","Kardiologia  Polska","0022-9032","15"
"A","7205","KARDIOLOGIYA","0022-9040","15"
"A","7206","Kasmera","0075-5222","15"
"A","7207","KEDI Journal of Educational Policy","1739-4341","15"
"A","7208","KENNEDY INST ETHIC J","1054-6863","30"
"A","7209","KERNTECHNIK","0932-3902","15"
"A","7210","KGK-Kautschuk Gummi Kunststoffe","0948-3276","15"
"A","7211","KIDNEY & BLOOD PRESSURE RESEARCH","1420-4096","20"
"A","7212","KIDNEY INTERNATIONAL","0085-2538","45"
"A","7213","KINDH ENTWICKL","0942-5403","25"
"A","7214","Kinematics and Physics of Celestial Bodies","0884-5913","15"
"A","7215","Kinesiology","1331-1441","15"
"A","7216","Kinetic and Related Models","1937-5093","35"
"A","7217","KINETICS AND CATALYSIS","0023-1584","15"
"A","7218","KLEINTIERPRAXIS","0023-2076","15"
"A","7219","KLINIK  PSIKOFARMAKOLOJI  BULTENI-BULLETIN  OF  CLINICAL  PSYCHOPHARMACOLOGY","1017-7833","15"
"A","7220","KLINISCHE MONATSBLATTER FUR AUGENHEILKUNDE","0023-2165","15"
"A","7221","KLINISCHE NEUROPHYSIOLOGIE","1434-0275","15"
"A","7222","KLINISCHE PADIATRIE","0300-8630","25"
"A","7223","KNEE","0968-0160","30"
"A","7224","KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY","0942-2056","35"
"A","7225","Knowledge and Management of Aquatic Ecosystems","1961-9502","15"
"A","7226","KNOWLEDGE ENGINEERING REVIEW","0269-8889","20"
"A","7227","Knowledge Management Research & Practice","1477-8238","25"
"A","7228","KNOWLEDGE ORGANIZATION","0943-7444","20"
"A","7229","KNOWLEDGE-BASED SYSTEMS","0950-7051","40"
"A","7230","KOBUNSHI RONBUNSHU","0386-2186","15"
"A","7231","Kodai Mathematical Journal","0386-5991","15"
"A","7232","KOLNER Z SOZIOL SOZ","0023-2653","20"
"A","7233","KONA Powder and Particle Journal","0288-4534","20"
"A","7234","Korea Observer","0023-3919","15"
"A","7235","KOREA-AUSTRALIA RHEOLOGY JOURNAL","1226-119X","20"
"A","7236","Korean Economic Review","0254-3737","15"
"A","7237","Korean Journal for Food Science of Animal Resources","1225-8563","15"
"A","7238","KOREAN JOURNAL OF CHEMICAL ENGINEERING","0256-1115","25"
"A","7239","KOREAN JOURNAL OF DEFENSE ANALYSIS","1016-3271","15"
"A","7240","Korean Journal of Horticultural Science & Technology","1226-8763","15"
"A","7241","Korean Journal of Laboratory Medicine","1598-6535","15"
"A","7242","Korean Journal of Metals and Materials","1738-8228","30"
"A","7243","Korean Journal of Orthodontics","2234-7518","15"
"A","7244","KOREAN JOURNAL OF PARASITOLOGY","0023-4001","15"
"A","7245","Korean Journal of Pathology","1738-1843","15"
"A","7246","KOREAN JOURNAL OF PHYSIOLOGY & PHARMACOLOGY","1226-4512","15"
"A","7247","KOREAN JOURNAL OF RADIOLOGY","1229-6929","25"
"A","7248","KOVOVE MATERIALY-METALLIC MATERIALS","0023-432X","20"
"A","7249","Kriminologisches Journal","0341-1966","15"
"A","7250","KSCE Journal of Civil Engineering","1226-7988","15"
"A","7251","KSII Transactions on Internet and Information Systems","1976-7277","20"
"A","7252","KURAM UYGUL EGIT BIL","1303-0485","20"
"A","7253","KUWAIT JOURNAL OF SCIENCE & ENGINEERING","1024-8684","15"
"A","7254","Kuwait Medical Journal","0023-5776","15"
"A","7255","KYBERNETES","0368-492X","15"
"A","7256","KYBERNETIKA","0023-5954","15"
"A","7257","KYKLOS","0023-5962","25"
"A","7258","Kyoto Journal of Mathematics","2156-2261","30"
"A","7259","Kyushu Journal of Mathematics","1340-6116","15"
"A","7260","L’Homme","0439-4216","15"
"A","7261","LAB ANIMAL","0093-7355","20"
"A","7262","LAB ON A CHIP","1473-0197","40"
"A","7263","Labmedicine","0007-5027","15"
"A","7264","LABOR HIST-UK","0023-656X","20"
"A","7265","LaboratoriumsMedizin-Journal of Laboratory Medicine","0342-3026","15"
"A","7266","LABORATORY ANIMALS","0023-6772","30"
"A","7267","LABORATORY INVESTIGATION","0023-6837","40"
"A","7268","LABOUR ECONOMICS","0927-5371","30"
"A","7269","LABOUR-LE TRAVAIL","0700-3862","35"
"A","7270","Laeknabladid","0023-7213","15"
"A","7271","LAKE AND RESERVOIR MANAGEMENT","1040-2381","20"
"A","7272","LANCET","0140-6736","50"
"A","7273","LANCET INFECTIOUS DISEASES","1473-3099","50"
"A","7274","LANCET NEUROLOGY","1474-4422","50"
"A","7275","LANCET ONCOLOGY","1470-2045","50"
"A","7276","LAND DEGRADATION & DEVELOPMENT","1085-3278","25"
"A","7277","LAND ECONOMICS","0023-7639","30"
"A","7278","LAND USE POLICY","0264-8377","35"
"A","7279","Landbauforschung","0458-6859","20"
"A","7280","Landscape and Ecological Engineering","1860-1871","20"
"A","7281","LANDSCAPE AND URBAN PLANNING","0169-2046","40"
"A","7282","LANDSCAPE ECOLOGY","0921-2973","35"
"A","7283","Landscape Research","0142-6397","20"
"A","7284","Landslides","1612-510X","40"
"A","7285","LANG ACQUIS","1048-9223","30"
"A","7286","LANG AWARE","0965-8416","20"
"A","7287","LANG COGNITIVE PROC","0169-0965","35"
"A","7288","LANG COMMUN","0271-5309","25"
"A","7289","LANG CULT CURRIC","0790-8318","15"
"A","7290","LANG EDUC-UK","0950-0782","25"
"A","7291","LANG INTERCULT COMM","1470-8477","20"
"A","7292","LANG LEARN","0023-8333","40"
"A","7293","LANG LEARN TECHNOL","1094-3501","45"
"A","7294","LANG PROBL LANG PLAN","0272-2690","20"
"A","7295","LANG RESOUR EVAL","1574-020X","20"
"A","7296","LANG SCI","0388-0001","25"
"A","7297","LANG SOC","0047-4045","30"
"A","7298","LANG SPEECH","0023-8309","25"
"A","7299","LANG TEACH RES","1362-1688","35"
"A","7300","LANG TEST","0265-5322","30"
"A","7301","LANG VAR CHANGE","0954-3945","35"
"A","7302","LANGENBECKS ARCHIVES OF SURGERY","1435-2443","30"
"A","7303","LANGMUIR","0743-7463","35"
"A","7304","LANGUAGE","0097-8507","45"
"A","7305","Language & History","1759-7536","15"
"A","7306","Language and Linguistics","1606-822X","20"
"A","7307","Language Assessment Quarterly","1543-4303","25"
"A","7308","Language Matters","1022-8195","15"
"A","7309","Language Policy","1568-4555","20"
"A","7310","LANGUAGE SPEECH AND HEARING SERVICES IN SCHOOLS","0161-1461","30"
"A","7311","Language Teaching","0261-4448","35"
"A","7312","Large Animal Review","1124-4593","15"
"A","7313","LARYNGO-RHINO-OTOLOGIE","0935-8943","15"
"A","7314","LARYNGOSCOPE","0023-852X","35"
"A","7315","Laser & Photonics Reviews","1863-8880","45"
"A","7316","LASER AND PARTICLE BEAMS","0263-0346","30"
"A","7317","LASER FOCUS WORLD","1043-8092","15"
"A","7318","LASER PHYSICS","1054-660X","30"
"A","7319","LASER PHYSICS LETTERS","1612-2011","50"
"A","7320","LASERS IN ENGINEERING","0898-1507","15"
"A","7321","LASERS IN MEDICAL SCIENCE","0268-8921","35"
"A","7322","LASERS IN SURGERY AND MEDICINE","0196-8092","40"
"A","7323","LATERALITY","1357-650X","20"
"A","7324","LATIN AMERICAN APPLIED RESEARCH","0327-0793","15"
"A","7325","Latin American Journal of Aquatic Research","0718-560X","15"
"A","7326","Latin American Journal of Pharmacy","0326-2383","15"
"A","7327","Latin American Journal of Solids and Structures","1679-7825","25"
"A","7328","LATIN AMERICAN PERSPECTIVES","0094-582X","25"
"A","7329","LATIN AMERICAN POLITICS AND SOCIETY","1531-426X","25"
"A","7330","LATIN AMERICAN RESEARCH REVIEW","0023-8791","25"
"A","7331","Law & Policy","0265-8240","30"
"A","7332","LAW & SOCIETY REVIEW","0023-9216","40"
"A","7333","LAW AND SOCIAL INQUIRY-JOURNAL OF THE AMERICAN BAR FOUNDATION","0897-6546","25"
"A","7334","LAW HUMAN BEHAV","0147-7307","40"
"A","7335","LAW PHILOS","0167-5249","20"
"A","7336","LC GC EUROPE","1471-6577","15"
"A","7337","LC GC NORTH AMERICA","1527-5949","15"
"A","7338","Leadership","1742-7150","20"
"A","7339","LEADERSHIP QUART","1048-9843","40"
"A","7340","LEARN BEHAV","1543-4494","25"
"A","7341","LEARN DISABILITY Q","0731-9487","20"
"A","7342","LEARN INDIVID DIFFER","1041-6080","30"
"A","7343","LEARN INSTR","0959-4752","45"
"A","7344","LEARN MOTIV","0023-9690","15"
"A","7345","LEARNED PUBLISHING","0953-1513","25"
"A","7346","LEARNING & MEMORY","1072-0502","35"
"A","7347","Learning Media and Technology","1743-9884","20"
"A","7348","Lecture Notes in Mathematics","0075-8434","35"
"A","7349","Legal  Medicine","1344-6223","20"
"A","7350","LEGAL CRIMINOL PSYCH","1355-3259","30"
"A","7351","LEGISLATIVE STUDIES QUARTERLY","0362-9805","30"
"A","7352","Legume Research","0250-5371","15"
"A","7353","Leiden Journal of International Law","0922-1565","20"
"A","7354","LEISURE SCIENCES","0149-0400","30"
"A","7355","Leisure Studies","0261-4367","20"
"A","7356","LEPROSY REVIEW","0305-7518","20"
"A","7357","LETHAIA","0024-1164","40"
"A","7358","LETTERS IN APPLIED MICROBIOLOGY","0266-8254","20"
"A","7359","Letters in Drug Design & Discovery","1570-1808","15"
"A","7360","LETTERS IN MATHEMATICAL PHYSICS","0377-9017","25"
"A","7361","LETTERS IN ORGANIC CHEMISTRY","1570-1786","15"
"A","7362","LEUKEMIA","0887-6924","45"
"A","7363","LEUKEMIA & LYMPHOMA","1042-8194","25"
"A","7364","LEUKEMIA RESEARCH","0145-2126","25"
"A","7365","Leukos","1550-2724","20"
"A","7366","Lex Localis-Journal of Local Self-Government","1581-5374","20"
"A","7367","Libraries & The Cultural Record","1932-4855","15"
"A","7368","LIBRARY & INFORMATION SCIENCE RESEARCH","0740-8188","30"
"A","7369","LIBRARY AND INFORMATION SCIENCE","0373-4447","15"
"A","7370","LIBRARY COLLECTIONS ACQUISITIONS & TECHNICAL SERVICES","1464-9055","25"
"A","7371","LIBRARY HI TECH","0737-8831","20"
"A","7372","LIBRARY JOURNAL","0363-0277","15"
"A","7373","LIBRARY QUARTERLY","0024-2519","25"
"A","7374","LIBRARY RESOURCES & TECHNICAL SERVICES","0024-2527","25"
"A","7375","LIBRARY TRENDS","0024-2594","15"
"A","7376","LIBRI","0024-2667","15"
"A","7377","Libyan Journal of Medicine","1993-2820","20"
"A","7378","LICHENOLOGIST","0024-2829","20"
"A","7379","Life Science Journal-Acta Zhengzhou University Overseas Edition","1097-8135","15"
"A","7380","LIFE SCIENCES","0024-3205","30"
"A","7381","LIFETIME DATA ANALYSIS","1380-7870","25"
"A","7382","Light & Engineering","0236-2945","15"
"A","7383","Lighting Research & Technology","1477-1535","30"
"A","7384","LIMNETICA","0213-8409","20"
"A","7385","LIMNOLOGICA","0075-9511","30"
"A","7386","LIMNOLOGY","1439-8621","20"
"A","7387","LIMNOLOGY AND OCEANOGRAPHY","0024-3590","50"
"A","7388","LIMNOLOGY AND OCEANOGRAPHY-METHODS","1541-5856","35"
"A","7389","LINEAR & MULTILINEAR ALGEBRA","0308-1087","25"
"A","7390","LINEAR ALGEBRA AND ITS APPLICATIONS","0024-3795","30"
"A","7391","LINGUA","0024-3841","30"
"A","7392","LINGUIST INQ","0024-3892","45"
"A","7393","LINGUIST PHILOS","0165-0157","30"
"A","7394","LINGUIST REV","0167-6318","25"
"A","7395","Linguistica Antverpiensia","0304-2294","20"
"A","7396","Linguistica Pragensia","0862-8432","15"
"A","7397","LINGUISTICS","0024-3949","25"
"A","7398","LIPIDS","0024-4201","25"
"A","7399","Lipids in Health and Disease","1476-511X","20"
"A","7400","LIQUID CRYSTALS","0267-8292","25"
"A","7401","LIT LINGUIST COMPUT","0268-1145","25"
"A","7402","Literacy","1741-4350","20"
"A","7403","LITHOLOGY AND MINERAL RESOURCES","0024-4902","15"
"A","7404","LITHOS","0024-4937","45"
"A","7405","Lithosphere","1941-8264","35"
"A","7406","Lithuanian Journal of Physics","1648-8504","15"
"A","7407","Lithuanian Mathematical Journal","0363-1672","15"
"A","7408","LIVER INTERNATIONAL","1478-3223","35"
"A","7409","LIVER TRANSPLANTATION","1527-6465","40"
"A","7410","Livestock Science","1871-1413","30"
"A","7411","Living Reviews in Relativity","1433-8351","50"
"A","7412","Living Reviews in Solar Physics","1614-4961","45"
"A","7413","Ljetopis Socijalnog Rada","1846-5412","15"
"A","7414","LMS Journal of Computation and Mathematics","1461-1570","15"
"A","7415","LOCAL GOVERNMENT STUDIES","0300-3930","25"
"A","7416","LOG J IGPL","1367-0751","30"
"A","7417","Logical Methods in Computer Science","1860-5974","20"
"A","7418","LOGOP PHONIATR VOCO","1401-5439","20"
"A","7419","London Journal","0305-8034","20"
"A","7420","LONG RANGE PLANNING","0024-6301","40"
"A","7421","LOW TEMPERATURE PHYSICS","1063-777X","20"
"A","7422","Lubrication Science","0954-0075","20"
"A","7423","LUMINESCENCE","1522-7235","15"
"A","7424","LUNG","0341-2040","20"
"A","7425","LUNG CANCER","0169-5002","35"
"A","7426","LUPUS","0961-2033","30"
"A","7427","LUTS-Lower Urinary Tract Symptoms","1757-5664","15"
"A","7428","LWT-FOOD SCIENCE AND TECHNOLOGY","0023-6438","40"
"A","7429","Lymphatic Research and Biology","1539-6851","25"
"A","7430","M S-MEDECINE SCIENCES","0767-0974","15"
"A","7431","M&SOM-Manufacturing & Service Operations Management","1523-4614","35"
"A","7432","mAbs","1942-0862","35"
"A","7433","Macedonian Journal of Chemistry and Chemical engineering","1857-5552","20"
"A","7434","MACHINE LEARNING","0885-6125","30"
"A","7435","MACHINE VISION AND APPLICATIONS","0932-8092","25"
"A","7436","MACHINING SCIENCE AND TECHNOLOGY","1091-0344","20"
"A","7437","MACROECONOMIC DYNAMICS","1365-1005","20"
"A","7438","MACROMOLECULAR BIOSCIENCE","1616-5187","35"
"A","7439","MACROMOLECULAR CHEMISTRY AND PHYSICS","1022-1352","35"
"A","7440","MACROMOLECULAR MATERIALS AND ENGINEERING","1438-7492","35"
"A","7441","MACROMOLECULAR RAPID COMMUNICATIONS","1022-1336","40"
"A","7442","Macromolecular Reaction Engineering","1862-832X","25"
"A","7443","MACROMOLECULAR RESEARCH","1598-5032","25"
"A","7444","MACROMOLECULAR THEORY AND SIMULATIONS","1022-1344","25"
"A","7445","MACROMOLECULES","0024-9297","45"
"A","7446","Madera y Bosques","1405-0471","15"
"A","7447","Maderas-Ciencia y Tecnologia","0718-221X","25"
"A","7448","Maejo International Journal of Science and Technology","1905-7873","25"
"A","7449","Magallania","0718-2244","20"
"A","7450","MAGAZINE OF CONCRETE RESEARCH","0024-9831","20"
"A","7451","MAGNESIUM RESEARCH","0953-1424","15"
"A","7452","MAGNETIC RESONANCE IMAGING","0730-725X","30"
"A","7453","Magnetic Resonance Imaging Clinics of North America","1064-9689","20"
